,Rotation,Base moment [kN.m],Axial_Disp. [mm]
617,-5.24e-06,22.8505,-0.118235
618,-5.18e-06,22.8409,-0.118235
619,-6.06e-06,22.8229,-0.120054
620,-7.65e-06,22.8086,-0.120054
621,-7.67e-06,22.8014,-0.120054
622,-5.65e-06,22.8023,-0.120054
623,-2.55e-06,22.8131,-0.121873
624,3.4e-07,22.8292,-0.121873
625,1.52e-06,22.842,-0.123692
626,5.9e-07,22.8518,-0.123692
627,-1.67e-06,22.8627,-0.123692
628,-3.05e-06,22.8718,-0.120054
629,-2.4e-06,22.8843,-0.118235
630,-1.48e-06,22.906,-0.120054
631,-9.5e-07,22.929,-0.121873
632,6e-08,22.9483,-0.121873
633,1.4e-06,22.9683,-0.120054
634,2.33e-06,22.9884,-0.120054
635,2.36e-06,23.0033,-0.120054
636,2.23e-06,23.0153,-0.118235
637,1.88e-06,23.031,-0.116416
638,8.9e-07,23.0454,-0.116416
639,3.7e-07,23.0497,-0.116416
640,3.4e-07,23.0509,-0.116416
641,3e-07,23.0575,-0.114597
642,2.4e-07,23.0683,-0.114597
643,-3.3e-07,23.0764,-0.116416
644,-1.31e-06,23.0785,-0.118235
645,-1.91e-06,23.077,-0.121873
646,-2.49e-06,23.0714,-0.121873
647,-3.3e-06,23.0669,-0.123692
648,-3.7e-06,23.0755,-0.125511
649,-4.09e-06,23.0946,-0.12733
650,-4.06e-06,23.1101,-0.12733
651,-2.8e-06,23.1195,-0.129149
652,-1.34e-06,23.1275,-0.129149
653,-9.4e-07,23.139,-0.129149
654,-1.45e-06,23.1572,-0.129149
655,-1.83e-06,23.1746,-0.12733
656,-1.8e-06,23.1823,-0.125511
657,-1.44e-06,23.1818,-0.125511
658,-9.4e-07,23.1777,-0.123692
659,-1.05e-06,23.1698,-0.121873
660,-1.92e-06,23.1586,-0.121873
661,-3.06e-06,23.1543,-0.118235
662,-3.79e-06,23.1643,-0.118235
663,-3.8e-06,23.1781,-0.118235
664,-3.6e-06,23.1811,-0.121873
