,Rotation,Base moment [kN.m],Axial_Disp. [mm]
452,-2.67e-06,22.4124,-0.221918
453,-4.56e-06,22.4232,-0.223737
454,-5.15e-06,22.4348,-0.223737
455,-3.94e-06,22.4479,-0.225556
456,-1.38e-06,22.4638,-0.225556
457,1.74e-06,22.4783,-0.223737
458,3.28e-06,22.4846,-0.223737
459,1.86e-06,22.4804,-0.221918
460,-2.4e-07,22.4718,-0.221918
461,-1.01e-06,22.4661,-0.221918
462,-4.4e-07,22.4637,-0.221918
463,3.5e-07,22.4652,-0.223737
464,7.1e-07,22.467,-0.225556
465,6.5e-07,22.4637,-0.227375
466,3.3e-07,22.459,-0.229194
467,4.4e-07,22.458,-0.232832
468,5.7e-07,22.4543,-0.234651
469,3.2e-07,22.4435,-0.23647
470,3.5e-07,22.4292,-0.240108
471,1.7e-07,22.4169,-0.241927
472,-1.29e-06,22.4128,-0.241927
473,-2.66e-06,22.4198,-0.240108
474,-2.59e-06,22.4344,-0.238289
475,-2.05e-06,22.4445,-0.238289
476,-1.42e-06,22.4406,-0.238289
477,-2.4e-07,22.4273,-0.240108
478,1.09e-06,22.4171,-0.240108
479,2.48e-06,22.4176,-0.240108
480,3.51e-06,22.4193,-0.241927
481,3.22e-06,22.4128,-0.241927
482,1.55e-06,22.408,-0.243746
483,-7.9e-07,22.4116,-0.243746
484,-2.5e-06,22.4177,-0.245565
485,-2.89e-06,22.4226,-0.249203
486,-2.14e-06,22.4288,-0.251022
487,-9.7e-07,22.4402,-0.251022
488,-1.5e-07,22.4572,-0.251022
489,-1.1e-07,22.4756,-0.251022
490,-2.7e-07,22.487,-0.251022
491,6e-07,22.486,-0.249203
492,1.97e-06,22.4799,-0.249203
493,2.93e-06,22.4794,-0.249203
494,3.07e-06,22.4828,-0.251022
495,2.54e-06,22.483,-0.251022
496,2.7e-06,22.4853,-0.252841
497,3.93e-06,22.4983,-0.252841
498,5.61e-06,22.5193,-0.252841
499,6.68e-06,22.5425,-0.252841
500,5.91e-06,22.5631,-0.25466
501,3.31e-06,22.5798,-0.25466
502,5.1e-07,22.5961,-0.25466
503,-4.6e-07,22.6176,-0.256479
504,4.9e-07,22.6502,-0.258298
505,1.87e-06,22.6904,-0.260117
506,3.06e-06,22.7335,-0.261936
507,4.16e-06,22.778,-0.261936
508,4.83e-06,22.8197,-0.263755
509,4.87e-06,22.8535,-0.261936
510,4.5e-06,22.8766,-0.261936
511,3.99e-06,22.8977,-0.261936
512,3.61e-06,22.9313,-0.261936
