,Time[sec],Top_Inplane_Disp[mm]
974,194.9902344,10.08562185
975,195.1904297,10.0637842
976,195.390625,10.0428313
977,195.5908203,10.02502162
978,195.7910156,10.00429597
979,195.9912109,9.982849471
980,196.1914063,9.966281243
981,196.3916016,9.944050573
982,196.5917969,9.924698621
983,196.7919922,9.89898853
984,196.9921875,9.881558828
985,197.1923828,9.862557985
986,197.3925781,9.845765308
987,197.5927734,9.823301807
988,197.7929688,9.803451598
989,197.9931641,9.783281013
990,198.1933594,9.763604961
991,198.3935547,9.747514501
992,198.59375,9.722776711
993,198.7939453,9.703595191
994,198.9941406,9.678095579
995,199.1943359,9.658807889
